,year,Region,population,mortality_rate_100k,rGDP,proportion_under15,proportion_over60,life_expectancy,infant_death_rate_per100k,maternal_death_rate_per100k,population_density,WHO_PD,PD
160,2023,V - Bicol,6290306,603.0,605333321.9712956,33.402548657950035,8.91485975525863,71.97421247663561,1219.0959853276902,113.54080985181008,347.0,10,10.14802822084781
161,2024,V - Bicol,6354938,603.0,646132787.8721609,33.04445265974062,9.04046985056278,72.21421247663562,1219.0959853276902,113.54080985181008,350.0,10,10.494964644175207
162,2025,V - Bicol,6417675,603.0,687872965.9687026,32.68711050394752,9.16577702264411,72.4542124766356,1219.0959853276902,113.54080985181008,354.0,10,10.847096666033954
163,2026,V - Bicol,6481007,603.0,732378346.8668776,32.402823252178045,9.35645615903422,72.6738447053636,1219.0959853276902,113.54080985181008,357.0,10,11.137900641918671
164,2027,V - Bicol,6544953,603.0,779982939.4132246,32.14369671347081,9.53025932575702,72.89347693409161,1219.0959853276902,113.54080985181008,361.0,10,11.410782906377765
165,2028,V - Bicol,6609521,603.0,830681830.4750842,31.90653218174892,9.689331981353149,73.1131091628196,1219.0959853276902,113.54080985181008,364.0,10,11.667755170657445
166,2029,V - Bicol,6674695,603.0,884676149.4559647,31.688651114161097,9.83547069684184,73.3327413915476,1219.0959853276902,113.54080985181008,368.0,10,11.91054582567049
167,2030,V - Bicol,6740513,603.0,942180099.1706024,31.48779352761392,9.97019130391034,73.5523736202756,1219.0959853276902,113.54080985181008,372.0,10,12.140647058413036
168,2010,VI - W. Visayas,7102438,652.9307260408327,433178888.3,32.57974648279704,8.58893996378325,69.68845901586491,1230.178029004457,100.4552376244728,556.0,10,10.324654604642843
169,2011,VI - W. Visayas,7187679,645.7299515687929,477427428.3,32.20269553743193,8.76806190906099,69.95893772469589,1127.4998177532625,93.9583181461052,562.0,10,10.697209338256759
170,2012,VI - W. Visayas,7272921,656.2837501938011,527279962.3,31.83284977886715,8.943760955943619,70.22941643352686,1171.5070488312635,77.5727640442323,569.0,10,11.070229143572988
171,2013,VI - W. Visayas,7358162,665.7911945084987,566792962.0,31.4700046324244,9.11613428974464,70.49989514235784,1206.578108995298,100.01048497019848,576.0,10,11.443578333174568
172,2014,VI - W. Visayas,7443404,664.480892641007,615916323.5,31.11396319538503,9.285275451133899,70.77037385118882,1153.2235744059851,93.93530206070568,582.0,10,11.817131036890348
173,2015,VI - W. Visayas,7528646,668.8852152166538,667996260.9,30.764535880688236,9.451274505402429,71.0408525600198,1149.1059703000303,91.7601104488669,589.0,10,12.190770528290978
174,2016,VI - W. Visayas,7610389,673.5003953148781,720566796.9,30.46099220420927,9.64032193360943,71.2808525600198,1204.9767368916305,80.15752696603761,595.0,10,12.521279378913384
175,2017,VI - W. Visayas,7688734,659.4193530430367,791281768.5,30.15779971058954,9.828562153405219,71.52085256001979,1196.915744742541,96.04320131923492,601.0,10,12.855886435427928
176,2018,VI - W. Visayas,7763898,664.3570021141443,860107768.3,29.8543077201684,10.01641185909449,71.7608525600198,1207.8951379362902,101.92805974698976,607.0,10,13.195184106021214
177,2019,VI - W. Visayas,7835883,687.8484530715939,919163054.7,29.55047950562814,10.20412122028876,72.00085256001981,1534.385693785186,94.4426046534447,613.0,10,13.539217798918035
178,2020,VI - W. Visayas,7904899,651.5579768950874,850746746.0,29.245421098991898,10.39203663449716,72.24085256001979,1063.2544455501234,120.06230260026824,618.0,10,13.88885254438596
179,2021,VI - W. Visayas,8048599,662.0,878140791.2212,28.9409477462725,10.579256063978509,72.46117169924044,1204.138209836006,95.4841738709597,630.0,10,14.237328975987046
180,2022,VI - W. Visayas,8139555,662.0,933463661.0681356,28.63609186110216,10.76648307907304,72.6814908384611,1204.138209836006,95.4841738709597,637.0,10,14.590497169425358
181,2023,VI - W. Visayas,8227461,662.0,998432731.8784778,28.33097267226915,10.95357031552947,72.90180997768175,1204.138209836006,95.4841738709597,644.0,10,14.948252779789803
182,2024,VI - W. Visayas,8312193,662.0,1065727098.0070872,28.024699418090798,11.14117182458931,73.12212911690239,1204.138209836006,95.4841738709597,650.0,10,15.311497505340055
183,2025,VI - W. Visayas,8394478,662.0,1134573068.538345,27.71903723850387,11.32817724717768,73.34244825612305,1204.138209836006,95.4841738709597,657.0,10,15.678483430365704
184,2026,VI - W. Visayas,8477587,662.0,1207979946.072776,27.345909169140846,11.58038000830423,73.54244825612305,1204.138209836006,95.4841738709597,663.0,10,16.113535636587493
185,2027,VI - W. Visayas,8561515,662.0,1286498642.5675066,26.991465914631068,11.819953427700531,73.74244825612305,1204.138209836006,95.4841738709597,670.0,10,16.53508524139293
186,2028,VI - W. Visayas,8646251,662.0,1370121054.3343945,26.654338262209308,12.04782297645365,73.94244825612304,1204.138209836006,95.4841738709597,676.0,10,16.943826430884126
187,2029,VI - W. Visayas,8731821,662.0,1459178922.86613,26.33328758944075,12.26482585772169,74.14244825612305,1204.138209836006,95.4841738709597,683.0,10,17.34041530415578
188,2030,VI - W. Visayas,8818237,662.0,1554025552.852429,26.027190657789838,12.47172128498481,74.34244825612305,1204.138209836006,95.4841738709597,690.0,10,17.725471109939065
189,2010,VII - C. Visayas,6800180,607.1309877091488,539482115.1,33.18818131338223,7.78268112341818,70.01724230645081,1214.3836560099198,95.1300000656069,650.0,10,9.90045614771913
190,2011,VII - C. Visayas,6917412,589.6279603264388,592227841.6,33.00062566268806,7.907104223182861,70.28761455296842,1142.3125453032296,91.27761819109236,661.0,10,10.110484522168232
191,2012,VII - C. Visayas,7034645,590.2358464227395,674544563.5,32.81883907061655,8.027700170025751,70.55798679948602,1230.0480396714706,80.06611911772302,673.0,10,10.317972830170598
192,2013,VII - C. Visayas,7151878,608.2318178116675,746139449.4,32.64255939156329,8.14464286949735,70.82835904600361,1191.7573438558732,99.64526286420345,684.0,10,10.522994943075467
193,2014,VII - C. Visayas,7269111,610.2259104249224,829547258.1,32.47154012544967,8.25809584801643,71.09873129252124,1063.313710322403,118.00028844514954,695.0,10,10.725623217667552
194,2015,VII - C. Visayas,7386344,624.7610455185949,889023020.5,32.30554926767559,8.36821301580321,71.36910353903883,1070.665255294332,142.26093757374306,706.0,10,10.925928397877625
195,2016,VII - C. Visayas,7511565,638.1759327117585,977480105.6,31.928938909534832,8.57075722569131,71.60910353903883,1255.9257986946068,138.09687392648576,718.0,10,11.30173514342629
196,2017,VII - C. Visayas,7631003,623.443602367867,1067272679.0,31.55291643837645,8.77238549113399,71.84910353903884,1128.6072903051804,113.4139678983147,730.0,10,11.683381743304222
197,2018,VII - C. Visayas,7745017,614.1884517490406,1180945761.0,31.17649709484175,8.97374402147858,72.08910353903883,1110.6623586429723,165.87814447265174,741.0,10,12.07171866666885
198,2019,VII - C. Visayas,7853606,640.915778051509,1270612311.0,30.799647957893477,9.17489367304649,72.32910353903884,1841.0181980573848,176.3983476610472,751.0,10,12.466792843448351
199,2020,VII - C. Visayas,7957046,634.3685835170489,1164719190.0,30.42144031842972,9.37643190701675,72.56910353903884,1073.7500877884338,155.28798507986795,761.0,10,12.869475778897376
200,2021,VII - C. Visayas,8176384,616.0,1202223147.918,30.04394165346952,9.5771798382375,72.76910353903884,1211.1312985405275,125.04141320871688,782.0,10,13.267988293181705
201,2022,VII - C. Visayas,8267792,616.0,1277963206.236834,29.66609623720308,9.77791055885312,72.96910353903884,1211.1312985405275,125.04141320871688,791.0,10,13.672905434330971
202,2023,VII - C. Visayas,8356089,616.0,1366909445.3909178,29.28796758305385,9.97853403554666,73.16910353903883,1211.1312985405275,125.04141320871688,799.0,10,14.084180872914162
203,2024,VII - C. Visayas,8441179,616.0,1459039142.0102656,28.90844315018019,10.17974030696767,73.36910353903883,1211.1312985405275,125.04141320871688,807.0,10,14.5029112309979
204,2025,VII - C. Visayas,8523735,616.0,1553293070.5841289,28.52978541791318,10.38033143912198,73.56910353903884,1211.1312985405275,125.04141320871688,815.0,10,14.926918048637697
205,2026,VII - C. Visayas,8607104,616.0,1653791132.250922,28.086442193039602,10.64907438104223,73.76910353903884,1211.1312985405275,125.04141320871688,823.0,10,15.421995965893093
206,2027,VII - C. Visayas,8691303,616.0,1761287555.847232,27.659173880606392,10.90807313602569,73.96910353903884,1211.1312985405275,125.04141320871688,831.0,10,15.908732633479211
207,2028,VII - C. Visayas,8776312,616.0,1875771246.9773016,27.24712177258462,11.15784823017715,74.16910353903883,1211.1312985405275,125.04141320871688,839.0,10,16.387258803010113
208,2029,VII - C. Visayas,8862173,616.0,1997696378.0308263,26.849487252854086,11.3988837634751,74.36910353903883,1211.1312985405275,125.04141320871688,847.0,10,16.85771806208072
209,2030,VII - C. Visayas,8948876,616.0,2127546642.6028304,26.46552663108594,11.63163054133536,74.56910353903884,1211.1312985405275,125.04141320871688,856.0,10,17.320263873119135
210,2010,VIII - E. Visayas,4101322,493.1092950029283,254164653.8,37.16468631751464,8.14634499047986,67.37296812458713,1099.0740873248708,115.91797014754498,176.0,10,6.490271199606545
211,2011,VIII - E. Visayas,4167888,517.6482669399945,272677861.1,36.55428064845848,8.251409663426799,67.7243946407985,1078.6581839213418,108.4441873915558,179.0,10,6.9573636679284006
212,2012,VIII - E. Visayas,4234454,525.5695303337809,265041353.0,35.96020079937683,8.353664292130771,68.07582115700984,1095.3497683463936,157.29565863982154,182.0,10,7.429289034624371
213,2013,VIII - E. Visayas,4301020,597.2769250084864,292195739.8,35.381800441616214,8.453220124425851,68.42724767322119,1095.3645442475322,109.6807712290019,185.0,10,7.905409261936037
214,2014,VIII - E. Visayas,4367586,502.0393416408973,305697115.2,34.81846691914194,8.55018261232398,68.77867418943254,915.4550350026924,124.26991425375915,187.0,10,8.385143103561195
215,2015,VIII - E. Visayas,4434152,533.5405732595544,324929356.6,34.26961908387443,8.64465178460278,69.13010070564388,733.349832619088,114.62661682145604,190.0,10,8.867960959272663
216,2016,VIII - E. Visayas,4495990,529.8276908978889,376587299.0,34.02338528333025,8.7567588006201,69.43010070564388,912.6798260287724,100.36801605888256,193.0,10,9.11816598748304
217,2017,VIII - E. Visayas,4557614,520.4697019098152,397386688.3,33.77734490020436,8.86825869852076,69.73010070564388,788.3548317359661,99.44512502702314,196.0,10,9.37170020486769
218,2018,VIII - E. Visayas,4619183,547.542714804761,444384028.8,33.53105949688506,8.97948836406784,70.03010070564389,911.05504102014,107.2718207502984,198.0,10,9.628905701157741
219,2019,VIII - E. Visayas,4680701,558.5274513368831,455533642.6,33.28435206606873,9.09051870649289,70.33010070564389,1014.4471263161576,117.18613355721132,201.0,10,9.88993283162676
220,2020,VIII - E. Visayas,4742337,537.5408791066515,413291591.5,33.036601996020096,9.20166576099505,70.63010070564388,751.0421765033501,133.33108301969588,204.0,10,10.155301429278452
221,2021,VIII - E. Visayas,4602369,533.0,426599580.7463,32.78920480531216,9.31233758839677,70.87010070564386,944.9845866423912,117.07611789965917,198.0,10,10.41072304736092
222,2022,VIII - E. Visayas,4655935,533.0,453475354.33331686,32.54141644349812,9.42296415100273,71.11010070564387,944.9845866423912,117.07611789965917,200.0,10,10.669644118241441
223,2023,VIII - E. Visayas,4707797,533.0,485037238.9949157,32.29340535208094,9.53347156548418,71.35010070564388,944.9845866423912,117.07611789965917,202.0,10,10.931934048158924
224,2024,VIII - E. Visayas,4757863,533.0,517728748.903173,32.04435075226069,9.64433391172552,71.59010070564388,944.9845866423912,117.07611789965917,204.0,10,11.198302792788954
225,2025,VIII - E. Visayas,4806559,533.0,551174026.0823181,31.79566531583256,9.75488124318459,71.83010070564387,944.9845866423912,117.07611789965917,206.0,10,11.467557743947697
226,2026,VIII - E. Visayas,4855716,533.0,586834985.569844,31.528947719155582,9.930306828783559,72.07010070564388,944.9845866423912,117.07611789965917,208.0,10,11.755833622725715
227,2027,VIII - E. Visayas,4905388,533.0,624979259.6318839,31.27876872584207,10.09485463872703,72.31010070564388,944.9845866423912,117.07611789965917,211.0,10,12.032996825223005
228,2028,VIII - E. Visayas,4955550,533.0,665602911.5079563,31.04363630807445,10.249506010042971,72.55010070564387,944.9845866423912,117.07611789965917,213.0,10,12.29987650149882
229,2029,VIII - E. Visayas,5006210,533.0,708867100.7559735,30.822232669393728,10.39512768425273,72.79010070564388,944.9845866423912,117.07611789965917,215.0,10,12.557225994887105
230,2030,VIII - E. Visayas,5057392,533.0,754943462.3051118,30.61338953379676,10.5324880602342,73.03010070564387,944.9845866423912,117.07611789965917,217.0,10,12.805730697248359
231,2010,IX - Zamboanga,3407353,389.4812189990295,195081265.5,36.38444598980065,6.1080203987019,67.34247911102193,963.2655936322332,142.64079174444404,201.0,10,7.003619284102471
232,2011,IX - Zamboanga,3451048,420.6547784145827,210255380.9,36.05892041767853,6.2961235480301,67.6934220354201,1025.6844960583198,127.15097058574214,204.0,10,7.2901864941964485
233,2012,IX - Zamboanga,3494743,422.0337983001787,236734323.2,35.73985274855356,6.480495033870549,68.04436495981827,776.2074804271656,108.97081258696709,206.0,10,7.5779477931951575
234,2013,IX - Zamboanga,3538439,437.1701511785196,253224354.2,35.42705269830128,6.66124481085091,68.39530788421644,884.5902316456131,98.0965821085602,209.0,10,7.866778073646466
235,2014,IX - Zamboanga,3582134,421.67594707356886,276633110.1,35.12033738579477,6.8384785558177,68.7462508086146,912.2495018854256,88.91962653756853,211.0,10,8.156560883078887
236,2015,IX - Zamboanga,3625830,457.0815509828095,300939935.4,34.81953097635575,7.01229787386612,69.09719373301277,910.3581200846684,108.41694057719114,214.0,10,8.447187826485916
237,2016,IX - Zamboanga,3660328,476.9244723423693,322282583.1,34.34561055730524,7.20951783556009,69.39719373301278,934.6088488891686,83.39102523758575,216.0,10,8.864115428475088
238,2017,IX - Zamboanga,3693191,463.63700117324015,344667606.7,33.87257794140622,7.40589912625694,69.69719373301277,816.3058358261928,86.19378390711351,218.0,10,9.29039306534865
239,2018,IX - Zamboanga,3724550,497.0264864211784,379428020.3,33.39896094830248,7.60204588473775,69.99719373301278,833.4700574241181,105.00410172272356,220.0,10,9.72714788497521
240,2019,IX - Zamboanga,3754387,526.903593049944,399109396.7,32.92497550199273,7.79818383134184,70.29719373301279,1340.9578984168206,127.35354342506118,222.0,10,10.17423535604383
241,2020,IX - Zamboanga,3782761,506.05893420176426,394567642.4,32.4493670099697,7.99447810739298,70.59719373301277,794.3546832221494,111.82663016234142,223.0,10,10.632722792076478
242,2021,IX - Zamboanga,3787969,456.0,407272720.48528,31.974726607411917,8.19014894186699,70.83719373301278,926.550249773807,107.99680078139076,224.0,10,11.086899300868378
243,2022,IX - Zamboanga,3829303,456.0,432930901.8758526,31.49967886208437,8.38588495204835,71.07719373301276,926.550249773807,107.99680078139076,226.0,10,11.55092848989062
244,2023,IX - Zamboanga,3869156,456.0,463062892.6464119,31.02431277257663,8.581492312652319,71.31719373301277,926.550249773807,107.99680078139076,228.0,10,12.024752928120467
245,2024,IX - Zamboanga,3907493,456.0,494273331.61078006,30.54746592606832,8.77751282845456,71.55719373301278,926.550249773807,107.99680078139076,231.0,10,12.509441958054897
246,2025,IX - Zamboanga,3944624,456.0,526203388.8328365,30.07154374605443,8.97307183927122,71.79719373301278,926.550249773807,107.99680078139076,233.0,10,13.002853676137226
247,2026,IX - Zamboanga,3982087,456.0,560248748.090321,29.67826389716667,9.26917005136599,72.03719373301277,926.550249773807,107.99680078139076,235.0,10,13.428170409285084
248,2027,IX - Zamboanga,4019883,456.0,596664916.7161918,29.31690018745124,9.541238779690818,72.27719373301278,926.550249773807,107.99680078139076,237.0,10,13.829929836683732
249,2028,IX - Zamboanga,4058033,456.0,635448136.3027443,28.98371894551427,9.792089084683731,72.51719373301276,926.550249773807,107.99680078139076,240.0,10,14.210401066551638
250,2029,IX - Zamboanga,4096549,456.0,676752265.1624227,28.67554701501456,10.02411001811529,72.75719373301277,926.550249773807,107.99680078139076,242.0,10,14.571585135138495
251,2030,IX - Zamboanga,4135428,456.0,720741162.3979801,28.38967037581356,10.23934495066134,72.99719373301278,926.550249773807,107.99680078139076,244.0,10,14.91525084030965
252,2010,X - N. Mindanao,4297323,463.3116942803694,394980142.1,35.11739693104085,6.22111295988167,67.94086262402973,897.4374093423116,96.701534252391,210.0,10,8.00302895112832
253,2011,X - N. Mindanao,4374333,480.7132661956341,436363851.6,34.894312600136765,6.3857800406653995,68.24086262402972,974.9588257216018,86.55614728971064,213.0,10,8.223802606777578
254,2012,X - N. Mindanao,4451343,497.51272840464287,472652725.7,34.67831969680236,6.54521266741214,68.54086262402973,980.5395279997224,89.03483921695593,217.0,10,8.442304529189272
255,2013,X - N. Mindanao,4528353,504.4879887471685,509881162.5,34.46908537674257,6.69965652523209,68.84086262402974,886.2174369268672,92.38560153291664,221.0,10,8.658579322002522
256,2014,X - N. Mindanao,4605363,488.6476069490971,569991316.8,34.26629730469621,6.84934216073283,69.14086262402972,914.7580186434184,90.54711352054144,225.0,10,8.872673195824502
257,2015,X - N. Mindanao,4682374,524.3280438512601,609017243.3,34.069662098755884,6.99448613032619,69.44086262402973,924.7891687223912,87.20096380012622,228.0,10,9.084633520981622
258,2016,X - N. Mindanao,4755673,548.1873964000469,679435851.0,33.51725402482466,7.255692306851199,69.74086262402973,1119.0814579393234,88.40743517720655,232.0,10,9.578906239272328
259,2017,X - N. Mindanao,4825658,540.1335942165814,737898187.4,32.96592920592383,7.51590767518129,70.04086262402973,1073.307218802462,69.3900391717963,235.0,10,10.085390545039571
260,2018,X - N. Mindanao,4892512,543.2791989064104,821122014.5,32.41408503443629,7.77594413667253,70.34086262402974,1072.586393212701,110.36258708297888,239.0,10,10.605355272514805
261,2019,X - N. Mindanao,4956259,553.6030300272847,885223985.4,31.861874046533888,8.03577859833394,70.64086262402974,1459.6662701347136,99.6688422338681,242.0,10,11.138702338098225
262,2020,X - N. Mindanao,5017051,527.899756251232,861506488.6,31.30771443224316,8.29610861041675,70.94086262402973,1017.2713917112136,117.28250268515202,245.0,10,11.686838826861077
263,2021,X - N. Mindanao,5082746,515.0,889246997.53292,30.754727057285518,8.55573179404807,71.18086262402973,1029.146647196066,93.41250963305852,248.0,10,12.232815891821298
264,2022,X - N. Mindanao,5140965,515.0,945269558.377494,30.201479285095388,8.81517203084287,71.42086262402972,1029.146647196066,93.41250963305852,251.0,10,12.791495172523732
265,2023,X - N. Mindanao,5197325,515.0,1011060319.6405675,29.64794136184678,9.07462870964597,71.66086262402973,1029.146647196066,93.41250963305852,254.0,10,13.36292030703659
266,2024,X - N. Mindanao,5251727,515.0,1079205785.184342,29.092520870987173,9.33463388511155,71.90086262402974,1029.146647196066,93.41250963305852,256.0,10,13.948631378762906
267,2025,X - N. Mindanao,5304631,515.0,1148922478.9072504,28.5384340576198,9.59393234683529,72.14086262402972,1029.146647196066,93.41250963305852,259.0,10,14.545602621312202
268,2026,X - N. Mindanao,5358101,515.0,1223257763.2925496,28.152247101527124,9.90066274010155,72.38086262402973,1029.146647196066,93.41250963305852,261.0,10,14.988215696282253
269,2027,X - N. Mindanao,5412127,515.0,1302769517.9065654,27.77955812485094,10.19667231416507,72.62086262402974,1029.146647196066,93.41250963305852,264.0,10,15.423888640264055
270,2028,X - N. Mindanao,5466726,515.0,1387449536.5704925,27.419671611756158,10.48251348500538,72.86086262402972,1029.146647196066,93.41250963305852,267.0,10,15.852751255508178
271,2029,X - N. Mindanao,5521879,515.0,1477633756.4475744,27.071939023701958,10.75870135671527,73.10086262402974,1029.146647196066,93.41250963305852,269.0,10,16.274940159490072
272,2030,X - N. Mindanao,5577604,515.0,1573679950.6166668,26.73575489906278,11.02571681939107,73.34086262402974,1029.146647196066,93.41250963305852,272.0,10,16.690596946782147
273,2010,XI - Davao,4468563,530.6180085186222,403461236.6,33.32739182745867,6.25417762131812,67.71024279104026,1315.5885496810872,119.81252863167045,218.0,10,9.303976874594909
274,2011,XI - Davao,4552012,539.0363645790037,437559437.1,33.100686346558426,6.42240542856202,68.05896639922301,1318.5011709601874,73.77049180327869,222.0,10,9.555004339923814
275,2012,XI - Davao,4635461,559.8795891066713,454315711.2,32.881739436403926,6.5848759539849295,68.40769000740576,1155.823883200955,79.19746568109821,226.0,10,9.8031535632007
276,2013,XI - Davao,4718910,548.7496053113961,495294298.3,32.67015951375452,6.741879773666749,68.75641361558853,1074.8630553864882,96.16555082166768,230.0,10,10.048504674262322
277,2014,XI - Davao,4802359,536.8611551114775,555456044.0,32.46558091086706,6.89368823297754,69.10513722377127,1055.9430045221657,127.22204873761032,235.0,10,10.291137663042344
278,2015,XI - Davao,4885808,563.8576055383265,602911848.8,32.26766176648775,7.04055501157638,69.45386083195403,991.01200991012,124.43200124432,239.0,10,10.531131977613729
279,2016,XI - Davao,4967320,589.0500310026332,674076172.3,32.04446260760329,7.29107446268813,69.75386083195403,1100.9820760118023,94.68445853701502,243.0,10,10.784262281636261
280,2017,XI - Davao,5048419,582.6576597544697,748538551.1,31.82140785065582,7.5405389291182,70.05386083195404,1127.5835701487088,100.43254470960156,247.0,10,11.04027590281479
281,2018,XI - Davao,5129342,582.3359019538958,841429225.0,31.59793205444285,7.78986856403803,70.35386083195404,1243.899328781257,89.26397792745273,251.0,10,11.299655124847531
282,2019,XI - Davao,5210081,621.5642328785291,922613762.6,31.37396520322812,8.03891532588456,70.65386083195403,2120.1008480403398,166.1700664680266,254.0,10,11.562473443751914
283,2020,XI - Davao,5290869,591.018224038433,889457658.7,31.14913637060377,8.28858170557615,70.95386083195403,1120.7473364558134,117.09300530135364,258.0,10,11.82907210561251
284,2021,XI - Davao,5300310,567.0,918098195.31014,30.924491748109475,8.537354591683801,71.19386083195403,1238.6404393726295,108.02219453300864,259.0,10,12.08435803382387
285,2022,XI - Davao,5355267,567.0,975938381.6146787,30.69951323024635,8.78610600339579,71.43386083195404,1238.6404393726295,108.02219453300864,262.0,10,12.34266962226372
286,2023,XI - Davao,5408163,567.0,1043863692.9750603,30.47422337482023,9.03474938375276,71.67386083195403,1238.6404393726295,108.02219453300864,264.0,10,12.603995846181586
287,2024,XI - Davao,5458954,567.0,1114220105.8815796,30.247962897786252,9.28407162045967,71.91386083195403,1238.6404393726295,108.02219453300864,267.0,10,12.868951002846458
288,2025,XI - Davao,5508063,567.0,1186198724.7215295,30.022141266587283,9.53272808131455,72.15386083195403,1238.6404393726295,108.02219453300864,269.0,10,13.136254963068192
289,2026,XI - Davao,5557626,567.0,1262945782.2110126,29.51048445120118,9.825755907522971,72.39386083195402,1238.6404393726295,108.02219453300864,271.0,10,13.675568318534147
290,2027,XI - Davao,5607740,567.0,1345037258.0547285,29.02038468404108,10.106437929295339,72.63386083195402,1238.6404393726295,108.02219453300864,274.0,10,14.20492401592122
291,2028,XI - Davao,5658354,567.0,1432464679.828286,28.550507714837842,10.37553827689284,72.87386083195403,1238.6404393726295,108.02219453300864,276.0,10,14.724459019415152
292,2029,XI - Davao,5709410,567.0,1525574884.0171244,28.09962717685412,10.633759295263049,73.11386083195404,1238.6404393726295,108.02219453300864,279.0,10,15.234337847359491
293,2030,XI - Davao,5760974,567.0,1624737251.4782376,27.66661389900269,10.88174766503086,73.35386083195402,1238.6404393726295,108.02219453300864,281.0,10,15.734746091433074
294,2010,XII - SOCCSKSARGEN,4109571,369.7952900679901,252178035.7,35.77500060198897,5.242119964362249,68.3240517565701,696.9969649366298,85.40881846050604,180.0,10,7.605558370840683
295,2011,XII - SOCCSKSARGEN,4195172,383.3930638941083,277035863.2,35.43429442033161,5.40331638421124,68.62405175657011,720.2150250219034,87.61378654905629,184.0,10,7.905252426060361
296,2012,XII - SOCCSKSARGEN,4280773,421.32569583564543,291093119.9,35.105760900416534,5.55875362034556,68.9240517565701,741.2237510978629,77.18308359726399,187.0,10,8.201810741997207
297,2013,XII - SOCCSKSARGEN,4366375,457.2442606398095,324370805.4,34.78875913872707,5.70873489987971,69.2240517565701,686.563846733265,74.08962374819407,191.0,10,8.495223037434087
298,2014,XII - SOCCSKSARGEN,4451976,429.0453817749177,352653226.9,34.48269244806533,5.853542530107321,69.52405175657012,853.9260894126303,74.88274937926143,195.0,10,8.785492374224777
299,2015,XII - SOCCSKSARGEN,4537578,452.818662290764,354753545.5,34.18700460906677,5.99343967200123,69.8240517565701,822.1582622388003,101.9631125853457,199.0,10,9.072632973239863
300,2016,XII - SOCCSKSARGEN,4621162,478.55928876763033,381711706.2,33.83921619713829,6.2157310217646495,70.1240517565701,843.9032425651617,78.56156312168173,202.0,10,9.405250503296777
301,2017,XII - SOCCSKSARGEN,4701027,461.4523592398002,420127877.2,33.491894430727584,6.437189150370751,70.4240517565701,806.1214044426247,61.41877367181903,206.0,10,9.743483018781488
302,2018,XII - SOCCSKSARGEN,4777419,459.4531063739647,454304548.7,33.14404702622902,6.65844884026291,70.7240517565701,770.0111859733097,71.53820139954736,209.0,10,10.088117743111876
303,2019,XII - SOCCSKSARGEN,4850329,484.5032161735833,474892618.0,32.79573406257596,6.879533326502179,71.0240517565701,1075.63425036959,101.95585311560096,212.0,10,10.439127075060139
304,2020,XII - SOCCSKSARGEN,4919936,470.1280667065588,467905540.9,32.44613344563832,7.101047655904461,71.3240517565701,680.1231611358194,86.21279507355457,217.0,10,10.797222131921007
305,2021,XII - SOCCSKSARGEN,4616760,442.0,482972099.31698,32.09713514851346,7.3218799176393805,71.5640517565701,790.6251985388725,81.8934873365301,204.0,10,11.147214573946156
306,2022,XII - SOCCSKSARGEN,4655271,442.0,513399341.57394975,31.747725533627282,7.54267700963111,71.80405175657012,790.6251985388725,81.8934873365301,205.0,10,11.503146537108698
307,2023,XII - SOCCSKSARGEN,4691959,442.0,549131935.7474966,31.39798437372731,7.763403570108331,72.0440517565701,790.6251985388725,81.8934873365301,207.0,10,11.864964382965802
308,2024,XII - SOCCSKSARGEN,4726825,442.0,586143428.2168779,31.047039090130816,7.984656029316629,72.28405175657011,790.6251985388725,81.8934873365301,209.0,10,12.233462878227797
309,2025,XII - SOCCSKSARGEN,4760360,442.0,624008293.6796882,30.696743638602307,8.20534346475533,72.52405175657012,790.6251985388725,81.8934873365301,210.0,10,12.60700587795839
310,2026,XII - SOCCSKSARGEN,4794341,442.0,664381630.280764,30.19010870589915,8.54243916490037,72.7240517565701,790.6251985388725,81.8934873365301,212.0,10,13.120940256416109
311,2027,XII - SOCCSKSARGEN,4828677,442.0,707566436.2490137,29.70925030083837,8.86238413959788,72.92405175657011,790.6251985388725,81.8934873365301,213.0,10,13.620777264177196
312,2028,XII - SOCCSKSARGEN,4863431,442.0,753558254.6051996,29.25225004119446,9.16645480773988,73.12405175657011,790.6251985388725,81.8934873365301,215.0,10,14.107008320366543
313,2029,XII - SOCCSKSARGEN,4898618,442.0,802539541.1545376,28.8173753004446,9.45580399340758,73.3240517565701,790.6251985388725,81.8934873365301,216.0,10,14.580130610607238
314,2030,XII - SOCCSKSARGEN,4934234,442.0,854704611.3295825,28.403057255909907,9.73147553180696,73.5240517565701,790.6251985388725,81.8934873365301,218.0,10,15.04064024985038
315,2010,XIII - Caraga,2429224,437.3001419383309,143337551.6,36.08222195032424,6.872221542477259,66.53990590521853,750.3764864724516,145.40167211922935,115.0,10,7.064073019371323
316,2011,XIII - Caraga,2462126,470.3250864252808,156504793.5,35.804055981701325,7.0348618834516,66.93990590521854,892.7193208129663,102.90712631849756,116.0,10,7.3280527579542465
317,2012,XIII - Caraga,2495029,477.188727540547,180393968.3,35.53218100423688,7.193823956548159,67.33990590521853,798.5444253512585,121.29788739512789,118.0,10,7.592436545137425
318,2013,XIII - Caraga,2527932,495.85977852888783,194874139.4,35.26638598901034,7.349231147872599,67.73990590521854,863.6062566872165,147.7556427370459,119.0,10,7.857141967323777
319,2014,XIII - Caraga,2560835,523.8525306118878,223865239.5,35.00646924124485,7.5012013859675,68.13990590521853,887.5666294781207,114.04487417875296,121.0,10,8.122093811097397
