,year,Region,Age,population
7,2017,REGION IX (ZAMBOANGA PENINSULA),25-29,291122.0
7,2017,REGION IX (ZAMBOANGA PENINSULA),30-34,252713.0
7,2017,REGION IX (ZAMBOANGA PENINSULA),35-39,226988.0
7,2017,REGION IX (ZAMBOANGA PENINSULA),40-44,201321.0
7,2017,REGION IX (ZAMBOANGA PENINSULA),45-49,182061.0
7,2017,REGION IX (ZAMBOANGA PENINSULA),5-9,422194.0
7,2017,REGION IX (ZAMBOANGA PENINSULA),50-54,157509.0
7,2017,REGION IX (ZAMBOANGA PENINSULA),55-59,128020.0
7,2017,REGION IX (ZAMBOANGA PENINSULA),60-64,100777.0
7,2017,REGION IX (ZAMBOANGA PENINSULA),65-69,69711.0
7,2017,REGION IX (ZAMBOANGA PENINSULA),70-74,46549.0
7,2017,REGION IX (ZAMBOANGA PENINSULA),75-79,30081.0
7,2017,REGION IX (ZAMBOANGA PENINSULA),80 and over,26396.0
8,2018,REGION IX (ZAMBOANGA PENINSULA),0-4,423978.0
8,2018,REGION IX (ZAMBOANGA PENINSULA),10-14,400377.0
8,2018,REGION IX (ZAMBOANGA PENINSULA),15-19,386526.0
8,2018,REGION IX (ZAMBOANGA PENINSULA),20-24,343725.0
8,2018,REGION IX (ZAMBOANGA PENINSULA),25-29,297895.0
8,2018,REGION IX (ZAMBOANGA PENINSULA),30-34,261723.0
8,2018,REGION IX (ZAMBOANGA PENINSULA),35-39,230718.0
8,2018,REGION IX (ZAMBOANGA PENINSULA),40-44,202747.0
8,2018,REGION IX (ZAMBOANGA PENINSULA),45-49,183238.0
8,2018,REGION IX (ZAMBOANGA PENINSULA),5-9,419606.0
8,2018,REGION IX (ZAMBOANGA PENINSULA),50-54,159677.0
8,2018,REGION IX (ZAMBOANGA PENINSULA),55-59,131198.0
8,2018,REGION IX (ZAMBOANGA PENINSULA),60-64,103913.0
8,2018,REGION IX (ZAMBOANGA PENINSULA),65-69,72881.0
8,2018,REGION IX (ZAMBOANGA PENINSULA),70-74,48658.0
8,2018,REGION IX (ZAMBOANGA PENINSULA),75-79,30978.0
8,2018,REGION IX (ZAMBOANGA PENINSULA),80 and over,26712.0
9,2019,REGION IX (ZAMBOANGA PENINSULA),0-4,421876.0
9,2019,REGION IX (ZAMBOANGA PENINSULA),10-14,397515.0
9,2019,REGION IX (ZAMBOANGA PENINSULA),15-19,386226.0
9,2019,REGION IX (ZAMBOANGA PENINSULA),20-24,344930.0
9,2019,REGION IX (ZAMBOANGA PENINSULA),25-29,304622.0
9,2019,REGION IX (ZAMBOANGA PENINSULA),30-34,270749.0
9,2019,REGION IX (ZAMBOANGA PENINSULA),35-39,234397.0
9,2019,REGION IX (ZAMBOANGA PENINSULA),40-44,204086.0
9,2019,REGION IX (ZAMBOANGA PENINSULA),45-49,184333.0
9,2019,REGION IX (ZAMBOANGA PENINSULA),5-9,416740.0
9,2019,REGION IX (ZAMBOANGA PENINSULA),50-54,161787.0
9,2019,REGION IX (ZAMBOANGA PENINSULA),55-59,134352.0
9,2019,REGION IX (ZAMBOANGA PENINSULA),60-64,107044.0
9,2019,REGION IX (ZAMBOANGA PENINSULA),65-69,76062.0
9,2019,REGION IX (ZAMBOANGA PENINSULA),70-74,50775.0
9,2019,REGION IX (ZAMBOANGA PENINSULA),75-79,31873.0
9,2019,REGION IX (ZAMBOANGA PENINSULA),80 and over,27020.0
10,2020,REGION IX (ZAMBOANGA PENINSULA),0-4,419506.0
10,2020,REGION IX (ZAMBOANGA PENINSULA),10-14,394381.0
10,2020,REGION IX (ZAMBOANGA PENINSULA),15-19,385713.0
10,2020,REGION IX (ZAMBOANGA PENINSULA),20-24,345976.0
10,2020,REGION IX (ZAMBOANGA PENINSULA),25-29,311319.0
10,2020,REGION IX (ZAMBOANGA PENINSULA),30-34,279810.0
10,2020,REGION IX (ZAMBOANGA PENINSULA),35-39,238025.0
10,2020,REGION IX (ZAMBOANGA PENINSULA),40-44,205345.0
10,2020,REGION IX (ZAMBOANGA PENINSULA),45-49,185346.0
10,2020,REGION IX (ZAMBOANGA PENINSULA),5-9,413595.0
10,2020,REGION IX (ZAMBOANGA PENINSULA),50-54,163848.0
10,2020,REGION IX (ZAMBOANGA PENINSULA),55-59,137485.0
10,2020,REGION IX (ZAMBOANGA PENINSULA),60-64,110172.0
10,2020,REGION IX (ZAMBOANGA PENINSULA),65-69,79263.0
10,2020,REGION IX (ZAMBOANGA PENINSULA),70-74,52899.0
10,2020,REGION IX (ZAMBOANGA PENINSULA),75-79,32765.0
10,2020,REGION IX (ZAMBOANGA PENINSULA),80 and over,27313.0
11,2021,REGION IX (ZAMBOANGA PENINSULA),0-4,416892.0
11,2021,REGION IX (ZAMBOANGA PENINSULA),10-14,391003.0
11,2021,REGION IX (ZAMBOANGA PENINSULA),15-19,384992.0
11,2021,REGION IX (ZAMBOANGA PENINSULA),20-24,346856.0
11,2021,REGION IX (ZAMBOANGA PENINSULA),25-29,317940.0
11,2021,REGION IX (ZAMBOANGA PENINSULA),30-34,288847.0
11,2021,REGION IX (ZAMBOANGA PENINSULA),35-39,241588.0
11,2021,REGION IX (ZAMBOANGA PENINSULA),40-44,206517.0
11,2021,REGION IX (ZAMBOANGA PENINSULA),45-49,186275.0
11,2021,REGION IX (ZAMBOANGA PENINSULA),5-9,410195.0
11,2021,REGION IX (ZAMBOANGA PENINSULA),50-54,165842.0
11,2021,REGION IX (ZAMBOANGA PENINSULA),55-59,140586.0
11,2021,REGION IX (ZAMBOANGA PENINSULA),60-64,113279.0
11,2021,REGION IX (ZAMBOANGA PENINSULA),65-69,82460.0
11,2021,REGION IX (ZAMBOANGA PENINSULA),70-74,55021.0
11,2021,REGION IX (ZAMBOANGA PENINSULA),75-79,33650.0
11,2021,REGION IX (ZAMBOANGA PENINSULA),80 and over,27597.0
12,2022,REGION IX (ZAMBOANGA PENINSULA),0-4,414027.0
12,2022,REGION IX (ZAMBOANGA PENINSULA),10-14,387380.0
12,2022,REGION IX (ZAMBOANGA PENINSULA),15-19,384067.0
12,2022,REGION IX (ZAMBOANGA PENINSULA),20-24,347577.0
12,2022,REGION IX (ZAMBOANGA PENINSULA),25-29,324499.0
12,2022,REGION IX (ZAMBOANGA PENINSULA),30-34,297869.0
12,2022,REGION IX (ZAMBOANGA PENINSULA),35-39,245092.0
12,2022,REGION IX (ZAMBOANGA PENINSULA),40-44,207608.0
12,2022,REGION IX (ZAMBOANGA PENINSULA),45-49,187124.0
12,2022,REGION IX (ZAMBOANGA PENINSULA),5-9,406543.0
12,2022,REGION IX (ZAMBOANGA PENINSULA),50-54,167781.0
12,2022,REGION IX (ZAMBOANGA PENINSULA),55-59,143652.0
12,2022,REGION IX (ZAMBOANGA PENINSULA),60-64,116372.0
12,2022,REGION IX (ZAMBOANGA PENINSULA),65-69,85659.0
12,2022,REGION IX (ZAMBOANGA PENINSULA),70-74,57149.0
12,2022,REGION IX (ZAMBOANGA PENINSULA),75-79,34529.0
12,2022,REGION IX (ZAMBOANGA PENINSULA),80 and over,27873.0
13,2023,REGION IX (ZAMBOANGA PENINSULA),0-4,410921.0
13,2023,REGION IX (ZAMBOANGA PENINSULA),10-14,383522.0
13,2023,REGION IX (ZAMBOANGA PENINSULA),15-19,382943.0
13,2023,REGION IX (ZAMBOANGA PENINSULA),20-24,348140.0
13,2023,REGION IX (ZAMBOANGA PENINSULA),25-29,330988.0
13,2023,REGION IX (ZAMBOANGA PENINSULA),30-34,306877.0
13,2023,REGION IX (ZAMBOANGA PENINSULA),35-39,248532.0
13,2023,REGION IX (ZAMBOANGA PENINSULA),40-44,208619.0
13,2023,REGION IX (ZAMBOANGA PENINSULA),45-49,187893.0
13,2023,REGION IX (ZAMBOANGA PENINSULA),5-9,402645.0
13,2023,REGION IX (ZAMBOANGA PENINSULA),50-54,169658.0
13,2023,REGION IX (ZAMBOANGA PENINSULA),55-59,146689.0
13,2023,REGION IX (ZAMBOANGA PENINSULA),60-64,119447.0
13,2023,REGION IX (ZAMBOANGA PENINSULA),65-69,88860.0
13,2023,REGION IX (ZAMBOANGA PENINSULA),70-74,59271.0
13,2023,REGION IX (ZAMBOANGA PENINSULA),75-79,35406.0
13,2023,REGION IX (ZAMBOANGA PENINSULA),80 and over,28137.0
14,2024,REGION IX (ZAMBOANGA PENINSULA),0-4,407571.0
14,2024,REGION IX (ZAMBOANGA PENINSULA),10-14,379423.0
14,2024,REGION IX (ZAMBOANGA PENINSULA),15-19,381618.0
14,2024,REGION IX (ZAMBOANGA PENINSULA),20-24,348545.0
14,2024,REGION IX (ZAMBOANGA PENINSULA),25-29,337416.0
14,2024,REGION IX (ZAMBOANGA PENINSULA),30-34,315882.0
14,2024,REGION IX (ZAMBOANGA PENINSULA),35-39,251919.0
14,2024,REGION IX (ZAMBOANGA PENINSULA),40-44,209550.0
14,2024,REGION IX (ZAMBOANGA PENINSULA),45-49,188585.0
14,2024,REGION IX (ZAMBOANGA PENINSULA),5-9,398500.0
14,2024,REGION IX (ZAMBOANGA PENINSULA),50-54,171481.0
14,2024,REGION IX (ZAMBOANGA PENINSULA),55-59,149696.0
14,2024,REGION IX (ZAMBOANGA PENINSULA),60-64,122511.0
14,2024,REGION IX (ZAMBOANGA PENINSULA),65-69,92066.0
14,2024,REGION IX (ZAMBOANGA PENINSULA),70-74,61397.0
14,2024,REGION IX (ZAMBOANGA PENINSULA),75-79,36275.0
14,2024,REGION IX (ZAMBOANGA PENINSULA),80 and over,28391.0
15,2025,REGION IX (ZAMBOANGA PENINSULA),0-4,403999.0
15,2025,REGION IX (ZAMBOANGA PENINSULA),10-14,375117.0
15,2025,REGION IX (ZAMBOANGA PENINSULA),15-19,380108.0
15,2025,REGION IX (ZAMBOANGA PENINSULA),20-24,348788.0
15,2025,REGION IX (ZAMBOANGA PENINSULA),25-29,343745.0
15,2025,REGION IX (ZAMBOANGA PENINSULA),30-34,324824.0
15,2025,REGION IX (ZAMBOANGA PENINSULA),35-39,255232.0
15,2025,REGION IX (ZAMBOANGA PENINSULA),40-44,210399.0
15,2025,REGION IX (ZAMBOANGA PENINSULA),45-49,189197.0
15,2025,REGION IX (ZAMBOANGA PENINSULA),5-9,394134.0
15,2025,REGION IX (ZAMBOANGA PENINSULA),50-54,173239.0
15,2025,REGION IX (ZAMBOANGA PENINSULA),55-59,152660.0
15,2025,REGION IX (ZAMBOANGA PENINSULA),60-64,125545.0
15,2025,REGION IX (ZAMBOANGA PENINSULA),65-69,95257.0
15,2025,REGION IX (ZAMBOANGA PENINSULA),70-74,63515.0
15,2025,REGION IX (ZAMBOANGA PENINSULA),75-79,37135.0
15,2025,REGION IX (ZAMBOANGA PENINSULA),80 and over,28635.0
16,2026,REGION IX (ZAMBOANGA PENINSULA),0-4,413739.2
16,2026,REGION IX (ZAMBOANGA PENINSULA),10-14,389053.6
16,2026,REGION IX (ZAMBOANGA PENINSULA),15-19,388626.4
16,2026,REGION IX (ZAMBOANGA PENINSULA),20-24,364430.4
16,2026,REGION IX (ZAMBOANGA PENINSULA),25-29,353496.0
16,2026,REGION IX (ZAMBOANGA PENINSULA),30-34,337279.2
16,2026,REGION IX (ZAMBOANGA PENINSULA),35-39,277405.6
16,2026,REGION IX (ZAMBOANGA PENINSULA),40-44,225919.2
16,2026,REGION IX (ZAMBOANGA PENINSULA),45-49,198777.6
16,2026,REGION IX (ZAMBOANGA PENINSULA),5-9,406247.2
16,2026,REGION IX (ZAMBOANGA PENINSULA),50-54,180911.2
16,2026,REGION IX (ZAMBOANGA PENINSULA),55-59,160328.0
16,2026,REGION IX (ZAMBOANGA PENINSULA),60-64,133356.0
16,2026,REGION IX (ZAMBOANGA PENINSULA),65-69,102225.6
16,2026,REGION IX (ZAMBOANGA PENINSULA),70-74,69412.0
16,2026,REGION IX (ZAMBOANGA PENINSULA),75-79,41048.0
16,2026,REGION IX (ZAMBOANGA PENINSULA),80 and over,31568.0
17,2027,REGION IX (ZAMBOANGA PENINSULA),0-4,423479.4
17,2027,REGION IX (ZAMBOANGA PENINSULA),10-14,402990.2
17,2027,REGION IX (ZAMBOANGA PENINSULA),15-19,397144.8
17,2027,REGION IX (ZAMBOANGA PENINSULA),20-24,380072.8
17,2027,REGION IX (ZAMBOANGA PENINSULA),25-29,363247.0
17,2027,REGION IX (ZAMBOANGA PENINSULA),30-34,349734.4
17,2027,REGION IX (ZAMBOANGA PENINSULA),35-39,299579.2
17,2027,REGION IX (ZAMBOANGA PENINSULA),40-44,241439.4
17,2027,REGION IX (ZAMBOANGA PENINSULA),45-49,208358.2
17,2027,REGION IX (ZAMBOANGA PENINSULA),5-9,418360.4
17,2027,REGION IX (ZAMBOANGA PENINSULA),50-54,188583.4
17,2027,REGION IX (ZAMBOANGA PENINSULA),55-59,167996.0
17,2027,REGION IX (ZAMBOANGA PENINSULA),60-64,141167.0
17,2027,REGION IX (ZAMBOANGA PENINSULA),65-69,109194.2
17,2027,REGION IX (ZAMBOANGA PENINSULA),70-74,75309.0
17,2027,REGION IX (ZAMBOANGA PENINSULA),75-79,44961.0
17,2027,REGION IX (ZAMBOANGA PENINSULA),80 and over,34501.0
18,2028,REGION IX (ZAMBOANGA PENINSULA),0-4,433219.6
18,2028,REGION IX (ZAMBOANGA PENINSULA),10-14,416926.8
18,2028,REGION IX (ZAMBOANGA PENINSULA),15-19,405663.2
18,2028,REGION IX (ZAMBOANGA PENINSULA),20-24,395715.2
18,2028,REGION IX (ZAMBOANGA PENINSULA),25-29,372998.0
18,2028,REGION IX (ZAMBOANGA PENINSULA),30-34,362189.6
18,2028,REGION IX (ZAMBOANGA PENINSULA),35-39,321752.8
18,2028,REGION IX (ZAMBOANGA PENINSULA),40-44,256959.6
18,2028,REGION IX (ZAMBOANGA PENINSULA),45-49,217938.8
18,2028,REGION IX (ZAMBOANGA PENINSULA),5-9,430473.6
18,2028,REGION IX (ZAMBOANGA PENINSULA),50-54,196255.6
18,2028,REGION IX (ZAMBOANGA PENINSULA),55-59,175664.0
18,2028,REGION IX (ZAMBOANGA PENINSULA),60-64,148978.0
18,2028,REGION IX (ZAMBOANGA PENINSULA),65-69,116162.8
18,2028,REGION IX (ZAMBOANGA PENINSULA),70-74,81206.0
18,2028,REGION IX (ZAMBOANGA PENINSULA),75-79,48874.0
18,2028,REGION IX (ZAMBOANGA PENINSULA),80 and over,37434.0
19,2029,REGION IX (ZAMBOANGA PENINSULA),0-4,442959.8
19,2029,REGION IX (ZAMBOANGA PENINSULA),10-14,430863.4
19,2029,REGION IX (ZAMBOANGA PENINSULA),15-19,414181.6
19,2029,REGION IX (ZAMBOANGA PENINSULA),20-24,411357.6
19,2029,REGION IX (ZAMBOANGA PENINSULA),25-29,382749.0
19,2029,REGION IX (ZAMBOANGA PENINSULA),30-34,374644.8
19,2029,REGION IX (ZAMBOANGA PENINSULA),35-39,343926.4
19,2029,REGION IX (ZAMBOANGA PENINSULA),40-44,272479.8
19,2029,REGION IX (ZAMBOANGA PENINSULA),45-49,227519.4
19,2029,REGION IX (ZAMBOANGA PENINSULA),5-9,442586.8
19,2029,REGION IX (ZAMBOANGA PENINSULA),50-54,203927.8
19,2029,REGION IX (ZAMBOANGA PENINSULA),55-59,183332.0
19,2029,REGION IX (ZAMBOANGA PENINSULA),60-64,156789.0
19,2029,REGION IX (ZAMBOANGA PENINSULA),65-69,123131.4
19,2029,REGION IX (ZAMBOANGA PENINSULA),70-74,87103.0
19,2029,REGION IX (ZAMBOANGA PENINSULA),75-79,52787.0
19,2029,REGION IX (ZAMBOANGA PENINSULA),80 and over,40367.0
20,2030,REGION IX (ZAMBOANGA PENINSULA),0-4,452700.0
20,2030,REGION IX (ZAMBOANGA PENINSULA),10-14,444800.0
20,2030,REGION IX (ZAMBOANGA PENINSULA),15-19,422700.0
20,2030,REGION IX (ZAMBOANGA PENINSULA),20-24,427000.0
20,2030,REGION IX (ZAMBOANGA PENINSULA),25-29,392500.0
20,2030,REGION IX (ZAMBOANGA PENINSULA),30-34,387100.0
20,2030,REGION IX (ZAMBOANGA PENINSULA),35-39,366100.0
20,2030,REGION IX (ZAMBOANGA PENINSULA),40-44,288000.0
20,2030,REGION IX (ZAMBOANGA PENINSULA),45-49,237100.0
20,2030,REGION IX (ZAMBOANGA PENINSULA),5-9,454700.0
20,2030,REGION IX (ZAMBOANGA PENINSULA),50-54,211600.0
20,2030,REGION IX (ZAMBOANGA PENINSULA),55-59,191000.0
20,2030,REGION IX (ZAMBOANGA PENINSULA),60-64,164600.0
20,2030,REGION IX (ZAMBOANGA PENINSULA),65-69,130100.0
20,2030,REGION IX (ZAMBOANGA PENINSULA),70-74,93000.0
20,2030,REGION IX (ZAMBOANGA PENINSULA),75-79,56700.0
20,2030,REGION IX (ZAMBOANGA PENINSULA),80 and over,43300.0
0,2010,REGION V (BICOL REGION),0-4,716300.0
0,2010,REGION V (BICOL REGION),10-14,692700.0
0,2010,REGION V (BICOL REGION),15-19,595900.0
0,2010,REGION V (BICOL REGION),20-24,438900.0
0,2010,REGION V (BICOL REGION),25-29,362200.0
0,2010,REGION V (BICOL REGION),30-34,338500.0
0,2010,REGION V (BICOL REGION),35-39,309300.0
0,2010,REGION V (BICOL REGION),40-44,292400.0
0,2010,REGION V (BICOL REGION),45-49,252600.0
0,2010,REGION V (BICOL REGION),5-9,703300.0
0,2010,REGION V (BICOL REGION),50-54,213900.0
0,2010,REGION V (BICOL REGION),55-59,170800.0
0,2010,REGION V (BICOL REGION),60-64,135500.0
0,2010,REGION V (BICOL REGION),65-69,100300.0
0,2010,REGION V (BICOL REGION),70-74,75700.0
0,2010,REGION V (BICOL REGION),75-79,46600.0
0,2010,REGION V (BICOL REGION),80 and over,43400.0
1,2011,REGION V (BICOL REGION),0-4,710207.4
1,2011,REGION V (BICOL REGION),10-14,695748.4
1,2011,REGION V (BICOL REGION),15-19,601805.0
1,2011,REGION V (BICOL REGION),20-24,448411.4
1,2011,REGION V (BICOL REGION),25-29,369896.0
1,2011,REGION V (BICOL REGION),30-34,342321.4
1,2011,REGION V (BICOL REGION),35-39,315325.8
1,2011,REGION V (BICOL REGION),40-44,293965.0
1,2011,REGION V (BICOL REGION),45-49,258763.2
1,2011,REGION V (BICOL REGION),5-9,703666.4
1,2011,REGION V (BICOL REGION),50-54,219134.8
1,2011,REGION V (BICOL REGION),55-59,176676.8
1,2011,REGION V (BICOL REGION),60-64,139718.0
1,2011,REGION V (BICOL REGION),65-69,103602.8
1,2011,REGION V (BICOL REGION),70-74,76693.2
1,2011,REGION V (BICOL REGION),75-79,48248.6
1,2011,REGION V (BICOL REGION),80 and over,44517.2
2,2012,REGION V (BICOL REGION),0-4,704114.8
2,2012,REGION V (BICOL REGION),10-14,698796.8
2,2012,REGION V (BICOL REGION),15-19,607710.0
2,2012,REGION V (BICOL REGION),20-24,457922.8
2,2012,REGION V (BICOL REGION),25-29,377592.0
2,2012,REGION V (BICOL REGION),30-34,346142.8
2,2012,REGION V (BICOL REGION),35-39,321351.6
2,2012,REGION V (BICOL REGION),40-44,295530.0
2,2012,REGION V (BICOL REGION),45-49,264926.4
2,2012,REGION V (BICOL REGION),5-9,704032.8
2,2012,REGION V (BICOL REGION),50-54,224369.6
2,2012,REGION V (BICOL REGION),55-59,182553.6
2,2012,REGION V (BICOL REGION),60-64,143936.0
2,2012,REGION V (BICOL REGION),65-69,106905.6
2,2012,REGION V (BICOL REGION),70-74,77686.4
2,2012,REGION V (BICOL REGION),75-79,49897.2
2,2012,REGION V (BICOL REGION),80 and over,45634.4
3,2013,REGION V (BICOL REGION),0-4,698022.2
3,2013,REGION V (BICOL REGION),10-14,701845.2
3,2013,REGION V (BICOL REGION),15-19,613615.0
3,2013,REGION V (BICOL REGION),20-24,467434.2
3,2013,REGION V (BICOL REGION),25-29,385288.0
3,2013,REGION V (BICOL REGION),30-34,349964.2
3,2013,REGION V (BICOL REGION),35-39,327377.4
3,2013,REGION V (BICOL REGION),40-44,297095.0
3,2013,REGION V (BICOL REGION),45-49,271089.6
3,2013,REGION V (BICOL REGION),5-9,704399.2
3,2013,REGION V (BICOL REGION),50-54,229604.4
3,2013,REGION V (BICOL REGION),55-59,188430.4
3,2013,REGION V (BICOL REGION),60-64,148154.0
3,2013,REGION V (BICOL REGION),65-69,110208.4
3,2013,REGION V (BICOL REGION),70-74,78679.6
3,2013,REGION V (BICOL REGION),75-79,51545.8
3,2013,REGION V (BICOL REGION),80 and over,46751.6
4,2014,REGION V (BICOL REGION),0-4,691929.6
4,2014,REGION V (BICOL REGION),10-14,704893.6
4,2014,REGION V (BICOL REGION),15-19,619520.0
4,2014,REGION V (BICOL REGION),20-24,476945.6
4,2014,REGION V (BICOL REGION),25-29,392984.0
4,2014,REGION V (BICOL REGION),30-34,353785.6
4,2014,REGION V (BICOL REGION),35-39,333403.2
4,2014,REGION V (BICOL REGION),40-44,298660.0
4,2014,REGION V (BICOL REGION),45-49,277252.8
4,2014,REGION V (BICOL REGION),5-9,704765.6
4,2014,REGION V (BICOL REGION),50-54,234839.2
4,2014,REGION V (BICOL REGION),55-59,194307.2
4,2014,REGION V (BICOL REGION),60-64,152372.0
4,2014,REGION V (BICOL REGION),65-69,113511.2
4,2014,REGION V (BICOL REGION),70-74,79672.8
4,2014,REGION V (BICOL REGION),75-79,53194.4
4,2014,REGION V (BICOL REGION),80 and over,47868.8
5,2015,REGION V (BICOL REGION),0-4,685837.0
5,2015,REGION V (BICOL REGION),10-14,707942.0
5,2015,REGION V (BICOL REGION),15-19,625425.0
5,2015,REGION V (BICOL REGION),20-24,486457.0
5,2015,REGION V (BICOL REGION),25-29,400680.0
5,2015,REGION V (BICOL REGION),30-34,357607.0
5,2015,REGION V (BICOL REGION),35-39,339429.0
5,2015,REGION V (BICOL REGION),40-44,300225.0
5,2015,REGION V (BICOL REGION),45-49,283416.0
5,2015,REGION V (BICOL REGION),5-9,705132.0
5,2015,REGION V (BICOL REGION),50-54,240074.0
5,2015,REGION V (BICOL REGION),55-59,200184.0
5,2015,REGION V (BICOL REGION),60-64,156590.0
5,2015,REGION V (BICOL REGION),65-69,116814.0
5,2015,REGION V (BICOL REGION),70-74,80666.0
5,2015,REGION V (BICOL REGION),75-79,54843.0
5,2015,REGION V (BICOL REGION),80 and over,48986.0
6,2016,REGION V (BICOL REGION),0-4,693974.0
6,2016,REGION V (BICOL REGION),10-14,704316.0
6,2016,REGION V (BICOL REGION),15-19,626664.0
6,2016,REGION V (BICOL REGION),20-24,498075.0
6,2016,REGION V (BICOL REGION),25-29,418174.0
6,2016,REGION V (BICOL REGION),30-34,371464.0
6,2016,REGION V (BICOL REGION),35-39,343106.0
6,2016,REGION V (BICOL REGION),40-44,301493.0
6,2016,REGION V (BICOL REGION),45-49,284119.0
6,2016,REGION V (BICOL REGION),5-9,707051.0
6,2016,REGION V (BICOL REGION),50-54,242007.0
6,2016,REGION V (BICOL REGION),55-59,203786.0
6,2016,REGION V (BICOL REGION),60-64,160320.0
6,2016,REGION V (BICOL REGION),65-69,120310.0
6,2016,REGION V (BICOL REGION),70-74,83404.0
6,2016,REGION V (BICOL REGION),75-79,56572.0
6,2016,REGION V (BICOL REGION),80 and over,50685.0
7,2017,REGION V (BICOL REGION),0-4,701692.0
7,2017,REGION V (BICOL REGION),10-14,699981.0
7,2017,REGION V (BICOL REGION),15-19,627380.0
7,2017,REGION V (BICOL REGION),20-24,509532.0
7,2017,REGION V (BICOL REGION),25-29,435718.0
7,2017,REGION V (BICOL REGION),30-34,385336.0
7,2017,REGION V (BICOL REGION),35-39,346588.0
7,2017,REGION V (BICOL REGION),40-44,302531.0
7,2017,REGION V (BICOL REGION),45-49,284583.0
7,2017,REGION V (BICOL REGION),5-9,708391.0
7,2017,REGION V (BICOL REGION),50-54,243764.0
7,2017,REGION V (BICOL REGION),55-59,207280.0
7,2017,REGION V (BICOL REGION),60-64,163988.0
7,2017,REGION V (BICOL REGION),65-69,123774.0
7,2017,REGION V (BICOL REGION),70-74,86124.0
7,2017,REGION V (BICOL REGION),75-79,58287.0
7,2017,REGION V (BICOL REGION),80 and over,52372.0
8,2018,REGION V (BICOL REGION),0-4,709015.0
8,2018,REGION V (BICOL REGION),10-14,694948.0
8,2018,REGION V (BICOL REGION),15-19,627587.0
8,2018,REGION V (BICOL REGION),20-24,520851.0
8,2018,REGION V (BICOL REGION),25-29,453333.0
8,2018,REGION V (BICOL REGION),30-34,399241.0
8,2018,REGION V (BICOL REGION),35-39,349886.0
8,2018,REGION V (BICOL REGION),40-44,303346.0
8,2018,REGION V (BICOL REGION),45-49,284822.0
8,2018,REGION V (BICOL REGION),5-9,709170.0
8,2018,REGION V (BICOL REGION),50-54,245357.0
8,2018,REGION V (BICOL REGION),55-59,210681.0
8,2018,REGION V (BICOL REGION),60-64,167611.0
8,2018,REGION V (BICOL REGION),65-69,127221.0
8,2018,REGION V (BICOL REGION),70-74,88835.0
8,2018,REGION V (BICOL REGION),75-79,59987.0
8,2018,REGION V (BICOL REGION),80 and over,54058.0
9,2019,REGION V (BICOL REGION),0-4,715937.0
9,2019,REGION V (BICOL REGION),10-14,689246.0
9,2019,REGION V (BICOL REGION),15-19,627300.0
9,2019,REGION V (BICOL REGION),20-24,532024.0
9,2019,REGION V (BICOL REGION),25-29,471005.0
9,2019,REGION V (BICOL REGION),30-34,413163.0
9,2019,REGION V (BICOL REGION),35-39,353001.0
9,2019,REGION V (BICOL REGION),40-44,303945.0
9,2019,REGION V (BICOL REGION),45-49,284835.0
9,2019,REGION V (BICOL REGION),5-9,709402.0
9,2019,REGION V (BICOL REGION),50-54,246784.0
9,2019,REGION V (BICOL REGION),55-59,213988.0
9,2019,REGION V (BICOL REGION),60-64,171181.0
9,2019,REGION V (BICOL REGION),65-69,130641.0
9,2019,REGION V (BICOL REGION),70-74,91533.0
9,2019,REGION V (BICOL REGION),75-79,61680.0
9,2019,REGION V (BICOL REGION),80 and over,55733.0
10,2020,REGION V (BICOL REGION),0-4,722483.0
10,2020,REGION V (BICOL REGION),10-14,682874.0
10,2020,REGION V (BICOL REGION),15-19,626529.0
10,2020,REGION V (BICOL REGION),20-24,543068.0
10,2020,REGION V (BICOL REGION),25-29,488755.0
10,2020,REGION V (BICOL REGION),30-34,427129.0
10,2020,REGION V (BICOL REGION),35-39,355941.0
10,2020,REGION V (BICOL REGION),40-44,304336.0
10,2020,REGION V (BICOL REGION),45-49,284630.0
10,2020,REGION V (BICOL REGION),5-9,709091.0
10,2020,REGION V (BICOL REGION),50-54,248052.0
10,2020,REGION V (BICOL REGION),55-59,217201.0
10,2020,REGION V (BICOL REGION),60-64,174701.0
10,2020,REGION V (BICOL REGION),65-69,134046.0
10,2020,REGION V (BICOL REGION),70-74,94226.0
10,2020,REGION V (BICOL REGION),75-79,63367.0
10,2020,REGION V (BICOL REGION),80 and over,57407.0
11,2021,REGION V (BICOL REGION),0-4,728612.0
11,2021,REGION V (BICOL REGION),10-14,675890.0
11,2021,REGION V (BICOL REGION),15-19,625283.0
11,2021,REGION V (BICOL REGION),20-24,553913.0
11,2021,REGION V (BICOL REGION),25-29,506470.0
11,2021,REGION V (BICOL REGION),30-34,441044.0
11,2021,REGION V (BICOL REGION),35-39,358691.0
11,2021,REGION V (BICOL REGION),40-44,304517.0
11,2021,REGION V (BICOL REGION),45-49,284215.0
11,2021,REGION V (BICOL REGION),5-9,708260.0
11,2021,REGION V (BICOL REGION),50-54,249154.0
11,2021,REGION V (BICOL REGION),55-59,220313.0
11,2021,REGION V (BICOL REGION),60-64,178156.0
11,2021,REGION V (BICOL REGION),65-69,137413.0
11,2021,REGION V (BICOL REGION),70-74,96896.0
11,2021,REGION V (BICOL REGION),75-79,65034.0
11,2021,REGION V (BICOL REGION),80 and over,59063.0
12,2022,REGION V (BICOL REGION),0-4,734344.0
